x,P,T,CO2,CO,C2,O2,C,O
-0.058318909,138712.375,3187.71021,0.436686307,0.358525813,2.59E-16,0.168395221,1.37E-10,0.036392622
-0.05637122,138713.031,3187.71143,0.436686009,0.358525991,2.59E-16,0.168395266,1.37E-10,0.036392693
-0.054480802,138713.703,3187.7124,0.436685681,0.3585262,2.59E-16,0.168395296,1.37E-10,0.036392771
-0.052646466,138714.406,3187.71362,0.436685354,0.358526409,2.59E-16,0.16839534,1.37E-10,0.036392849
-0.050867014,138715.156,3187.71484,0.436685026,0.358526617,2.59E-16,0.16839537,1.37E-10,0.036392935
-0.049141239,138715.922,3187.71606,0.436684668,0.358526856,2.59E-16,0.168395415,1.37E-10,0.03639302
-0.047467943,138716.719,3187.71729,0.43668434,0.358527064,2.59E-16,0.168395445,1.37E-10,0.036393113
-0.045845911,138717.547,3187.71851,0.436683953,0.358527303,2.59E-16,0.168395489,1.37E-10,0.036393207
-0.044273943,138718.406,3187.71973,0.436683595,0.358527541,2.59E-16,0.168395519,1.37E-10,0.036393307
-0.042750828,138719.281,3187.72095,0.436683208,0.35852778,2.59E-16,0.168395564,1.37E-10,0.036393412
-0.041275375,138720.203,3187.72241,0.436682791,0.358528048,2.59E-16,0.168395594,1.37E-10,0.03639352
-0.039846387,138721.156,3187.72363,0.436682403,0.358528286,2.59E-16,0.168395638,1.37E-10,0.036393631
-0.038462691,138722.125,3187.7251,0.436681986,0.358528554,2.59E-16,0.168395668,1.37E-10,0.036393751
-0.037123114,138723.125,3187.72632,0.436681539,0.358528852,2.59E-16,0.168395698,1.37E-10,0.03639387
-0.035826493,138724.156,3187.72778,0.436681122,0.358529121,2.59E-16,0.168395728,1.37E-10,0.036393996
-0.034571689,138725.219,3187.729,0.436680675,0.358529389,2.59E-16,0.168395758,1.37E-10,0.03639413
-0.033357564,138726.297,3187.73047,0.436680198,0.358529687,2.59E-16,0.168395787,1.37E-10,0.036394265
-0.032183014,138727.406,3187.73193,0.436679751,0.358529985,2.59E-16,0.168395817,1.37E-10,0.036394406
-0.031046929,138728.547,3187.73315,0.436679274,0.358530283,2.59E-16,0.168395847,1.37E-10,0.036394551
-0.029948231,138729.688,3187.73462,0.436678797,0.358530611,2.59E-16,0.168395877,1.37E-10,0.036394704
-0.028885858,138730.859,3187.73584,0.43667829,0.358530909,2.59E-16,0.168395892,1.37E-10,0.036394861
-0.027858762,138732.062,3187.7373,0.436677784,0.358531237,2.59E-16,0.168395907,1.37E-10,0.036395025
-0.026865922,138733.266,3187.73853,0.436677277,0.358531564,2.59E-16,0.168395936,1.37E-10,0.036395192
-0.025906326,138734.484,3187.73975,0.43667677,0.358531892,2.59E-16,0.168395951,1.37E-10,0.036395364
-0.024978992,138735.719,3187.74097,0.436676264,0.35853222,2.59E-16,0.168395951,1.37E-10,0.036395539
-0.024082953,138736.969,3187.74219,0.436675727,0.358532548,2.59E-16,0.168395966,1.37E-10,0.036395714
-0.023217263,138738.219,3187.7439,0.436675221,0.358532876,2.59E-16,0.168396011,1.37E-10,0.036395859
-0.022380998,138739.484,3187.74634,0.436674714,0.358533204,2.59E-16,0.168396115,1.37E-10,0.036395941
-0.021573255,138740.75,3187.74927,0.436674237,0.358533502,2.59E-16,0.168396249,1.37E-10,0.036395982
-0.020793149,138742.031,3187.75244,0.43667376,0.3585338,2.59E-16,0.168396413,1.37E-10,0.036395993
-0.020039821,138743.297,3187.7561,0.436673284,0.358534098,2.59E-16,0.168396592,1.37E-10,0.036395986
-0.019312428,138744.562,3187.75977,0.436672807,0.358534396,2.59E-16,0.168396786,1.37E-10,0.036395963
-0.018610152,138745.828,3187.76343,0.43667233,0.358534694,2.59E-16,0.168396994,1.37E-10,0.036395934
-0.017932192,138747.094,3187.76709,0.436671853,0.358534992,2.59E-16,0.168397188,1.37E-10,0.0363959
-0.01727777,138748.359,3187.771,0.436671406,0.35853529,2.59E-16,0.168397397,1.37E-10,0.036395863
-0.016646128,138749.594,3187.77466,0.436670929,0.358535588,2.59E-16,0.168397605,1.37E-10,0.036395822
-0.016036529,138750.828,3187.77832,0.436670482,0.358535886,2.59E-16,0.168397829,1.37E-10,0.036395773
-0.015448255,138752.062,3187.78223,0.436670005,0.358536184,2.59E-16,0.168398038,1.37E-10,0.036395725
-0.014880605,138753.266,3187.78589,0.436669558,0.358536482,2.59E-16,0.168398261,1.37E-10,0.036395673
-0.014332903,138754.453,3187.78955,0.436669081,0.35853678,2.59E-16,0.16839847,1.37E-10,0.036395624
